Year,State,Ag District,Ag District Code,County,Value
2014,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,63.6
2013,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,57
2012,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,45.5
2011,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,48.4
2010,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,62.8
2009,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,55
2008,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,51
2007,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,55
2006,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,55
2005,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,53
2004,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,55
2003,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,46
2002,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,44
2001,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,50
2000,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,48
1999,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,45
1998,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,45
1997,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,43.5
1996,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,41
1995,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,41
1994,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,49.5
1993,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,47.5
1992,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,49.5
1991,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,38
1990,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,42
1989,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,43
1988,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,28
1987,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,42.5
1986,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,48.5
1985,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,49.5
1984,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,31
1983,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,36
1982,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,42.5
1981,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,43
1980,ILLINOIS,EAST SOUTHEAST,70,MOULTRIE,36.5
2022,ILLINOIS,NORTHWEST,10,OGLE,67.6
2021,ILLINOIS,NORTHWEST,10,OGLE,61.8
2020,ILLINOIS,NORTHWEST,10,OGLE,61.9
2019,ILLINOIS,NORTHWEST,10,OGLE,59.9
2018,ILLINOIS,NORTHWEST,10,OGLE,64.3
2017,ILLINOIS,NORTHWEST,10,OGLE,55
2016,ILLINOIS,NORTHWEST,10,OGLE,65.6
2015,ILLINOIS,NORTHWEST,10,OGLE,60.2
2014,ILLINOIS,NORTHWEST,10,OGLE,60.2
2013,ILLINOIS,NORTHWEST,10,OGLE,54.2
2012,ILLINOIS,NORTHWEST,10,OGLE,50.8
2011,ILLINOIS,NORTHWEST,10,OGLE,59.9
2010,ILLINOIS,NORTHWEST,10,OGLE,56.6
2009,ILLINOIS,NORTHWEST,10,OGLE,45
2008,ILLINOIS,NORTHWEST,10,OGLE,45
2007,ILLINOIS,NORTHWEST,10,OGLE,51
2006,ILLINOIS,NORTHWEST,10,OGLE,54
2005,ILLINOIS,NORTHWEST,10,OGLE,46
2004,ILLINOIS,NORTHWEST,10,OGLE,50
2003,ILLINOIS,NORTHWEST,10,OGLE,27
2002,ILLINOIS,NORTHWEST,10,OGLE,42
2001,ILLINOIS,NORTHWEST,10,OGLE,47
2000,ILLINOIS,NORTHWEST,10,OGLE,43
1999,ILLINOIS,NORTHWEST,10,OGLE,51
1998,ILLINOIS,NORTHWEST,10,OGLE,54.5
1997,ILLINOIS,NORTHWEST,10,OGLE,48
1996,ILLINOIS,NORTHWEST,10,OGLE,42
1995,ILLINOIS,NORTHWEST,10,OGLE,48
1994,ILLINOIS,NORTHWEST,10,OGLE,50
1993,ILLINOIS,NORTHWEST,10,OGLE,42.5
1992,ILLINOIS,NORTHWEST,10,OGLE,43.5
1991,ILLINOIS,NORTHWEST,10,OGLE,46
1990,ILLINOIS,NORTHWEST,10,OGLE,46.5
1989,ILLINOIS,NORTHWEST,10,OGLE,45
1988,ILLINOIS,NORTHWEST,10,OGLE,29.5
1987,ILLINOIS,NORTHWEST,10,OGLE,47
1986,ILLINOIS,NORTHWEST,10,OGLE,41
1985,ILLINOIS,NORTHWEST,10,OGLE,43
1984,ILLINOIS,NORTHWEST,10,OGLE,37
1983,ILLINOIS,NORTHWEST,10,OGLE,38
1982,ILLINOIS,NORTHWEST,10,OGLE,40
1981,ILLINOIS,NORTHWEST,10,OGLE,44
1980,ILLINOIS,NORTHWEST,10,OGLE,40
2022,ILLINOIS,CENTRAL,40,PEORIA,64
2021,ILLINOIS,CENTRAL,40,PEORIA,69.7
2020,ILLINOIS,CENTRAL,40,PEORIA,65.2
2019,ILLINOIS,CENTRAL,40,PEORIA,55.4
2018,ILLINOIS,CENTRAL,40,PEORIA,66.6
2017,ILLINOIS,CENTRAL,40,PEORIA,63.9
2016,ILLINOIS,CENTRAL,40,PEORIA,60
2015,ILLINOIS,CENTRAL,40,PEORIA,60.7
2014,ILLINOIS,CENTRAL,40,PEORIA,57.3
2013,ILLINOIS,CENTRAL,40,PEORIA,51
2012,ILLINOIS,CENTRAL,40,PEORIA,54.1
2011,ILLINOIS,CENTRAL,40,PEORIA,58
2010,ILLINOIS,CENTRAL,40,PEORIA,54.8
2009,ILLINOIS,CENTRAL,40,PEORIA,45
2008,ILLINOIS,CENTRAL,40,PEORIA,52
2007,ILLINOIS,CENTRAL,40,PEORIA,48
2006,ILLINOIS,CENTRAL,40,PEORIA,52
2005,ILLINOIS,CENTRAL,40,PEORIA,45
2004,ILLINOIS,CENTRAL,40,PEORIA,55
2003,ILLINOIS,CENTRAL,40,PEORIA,39
2002,ILLINOIS,CENTRAL,40,PEORIA,48
2001,ILLINOIS,CENTRAL,40,PEORIA,46
2000,ILLINOIS,CENTRAL,40,PEORIA,46
1999,ILLINOIS,CENTRAL,40,PEORIA,47
1998,ILLINOIS,CENTRAL,40,PEORIA,52
1997,ILLINOIS,CENTRAL,40,PEORIA,47.5
1996,ILLINOIS,CENTRAL,40,PEORIA,44.5
1995,ILLINOIS,CENTRAL,40,PEORIA,42.5
1994,ILLINOIS,CENTRAL,40,PEORIA,48.5
1993,ILLINOIS,CENTRAL,40,PEORIA,47
1992,ILLINOIS,CENTRAL,40,PEORIA,43.5
1991,ILLINOIS,CENTRAL,40,PEORIA,44
1990,ILLINOIS,CENTRAL,40,PEORIA,42.5
1989,ILLINOIS,CENTRAL,40,PEORIA,42.5
1988,ILLINOIS,CENTRAL,40,PEORIA,30.5
1987,ILLINOIS,CENTRAL,40,PEORIA,40
1986,ILLINOIS,CENTRAL,40,PEORIA,45.5
1985,ILLINOIS,CENTRAL,40,PEORIA,47.5
1984,ILLINOIS,CENTRAL,40,PEORIA,34
1983,ILLINOIS,CENTRAL,40,PEORIA,34.5
1982,ILLINOIS,CENTRAL,40,PEORIA,41.5
1981,ILLINOIS,CENTRAL,40,PEORIA,42.5
1980,ILLINOIS,CENTRAL,40,PEORIA,38.5
2022,ILLINOIS,SOUTHWEST,80,PERRY,43.4
2021,ILLINOIS,SOUTHWEST,80,PERRY,53.2
2020,ILLINOIS,SOUTHWEST,80,PERRY,48.2
2019,ILLINOIS,SOUTHWEST,80,PERRY,35.6
2018,ILLINOIS,SOUTHWEST,80,PERRY,52.5
2017,ILLINOIS,SOUTHWEST,80,PERRY,42.7
2016,ILLINOIS,SOUTHWEST,80,PERRY,48
2015,ILLINOIS,SOUTHWEST,80,PERRY,42.9
2014,ILLINOIS,SOUTHWEST,80,PERRY,41
2013,ILLINOIS,SOUTHWEST,80,PERRY,34
2012,ILLINOIS,SOUTHWEST,80,PERRY,22.8
2011,ILLINOIS,SOUTHWEST,80,PERRY,33.8
2010,ILLINOIS,SOUTHWEST,80,PERRY,42.6
2009,ILLINOIS,SOUTHWEST,80,PERRY,36
2008,ILLINOIS,SOUTHWEST,80,PERRY,46
2007,ILLINOIS,SOUTHWEST,80,PERRY,21
2006,ILLINOIS,SOUTHWEST,80,PERRY,37
2005,ILLINOIS,SOUTHWEST,80,PERRY,41
2004,ILLINOIS,SOUTHWEST,80,PERRY,42
2003,ILLINOIS,SOUTHWEST,80,PERRY,27
2002,ILLINOIS,SOUTHWEST,80,PERRY,23
2001,ILLINOIS,SOUTHWEST,80,PERRY,39
2000,ILLINOIS,SOUTHWEST,80,PERRY,34
1999,ILLINOIS,SOUTHWEST,80,PERRY,25
1998,ILLINOIS,SOUTHWEST,80,PERRY,29
1997,ILLINOIS,SOUTHWEST,80,PERRY,33
1996,ILLINOIS,SOUTHWEST,80,PERRY,28
1995,ILLINOIS,SOUTHWEST,80,PERRY,26
1994,ILLINOIS,SOUTHWEST,80,PERRY,33
1993,ILLINOIS,SOUTHWEST,80,PERRY,36.5
1992,ILLINOIS,SOUTHWEST,80,PERRY,30.5
1991,ILLINOIS,SOUTHWEST,80,PERRY,28
1990,ILLINOIS,SOUTHWEST,80,PERRY,28
1989,ILLINOIS,SOUTHWEST,80,PERRY,24.5
1988,ILLINOIS,SOUTHWEST,80,PERRY,25
1987,ILLINOIS,SOUTHWEST,80,PERRY,31.5
1986,ILLINOIS,SOUTHWEST,80,PERRY,33
1985,ILLINOIS,SOUTHWEST,80,PERRY,29.5
1984,ILLINOIS,SOUTHWEST,80,PERRY,21
1983,ILLINOIS,SOUTHWEST,80,PERRY,16.5
1982,ILLINOIS,SOUTHWEST,80,PERRY,29
1981,ILLINOIS,SOUTHWEST,80,PERRY,27.5
1980,ILLINOIS,SOUTHWEST,80,PERRY,26.5
2022,ILLINOIS,EAST,50,PIATT,74.2
2021,ILLINOIS,EAST,50,PIATT,77.3
2020,ILLINOIS,EAST,50,PIATT,71.7
2018,ILLINOIS,EAST,50,PIATT,77.4
2017,ILLINOIS,EAST,50,PIATT,69.4
2016,ILLINOIS,EAST,50,PIATT,71.3
2015,ILLINOIS,EAST,50,PIATT,73.1
2014,ILLINOIS,EAST,50,PIATT,69.3
2013,ILLINOIS,EAST,50,PIATT,58.2
2012,ILLINOIS,EAST,50,PIATT,51.4
2011,ILLINOIS,EAST,50,PIATT,53
2010,ILLINOIS,EAST,50,PIATT,63.3
2009,ILLINOIS,EAST,50,PIATT,56
2008,ILLINOIS,EAST,50,PIATT,50
2007,ILLINOIS,EAST,50,PIATT,57
2006,ILLINOIS,EAST,50,PIATT,55
2005,ILLINOIS,EAST,50,PIATT,56
2004,ILLINOIS,EAST,50,PIATT,54
2003,ILLINOIS,EAST,50,PIATT,41
2002,ILLINOIS,EAST,50,PIATT,52
2001,ILLINOIS,EAST,50,PIATT,48
2000,ILLINOIS,EAST,50,PIATT,50
1999,ILLINOIS,EAST,50,PIATT,55
1998,ILLINOIS,EAST,50,PIATT,46.5
1997,ILLINOIS,EAST,50,PIATT,46.5
1996,ILLINOIS,EAST,50,PIATT,48.5
1995,ILLINOIS,EAST,50,PIATT,43
1994,ILLINOIS,EAST,50,PIATT,52
1993,ILLINOIS,EAST,50,PIATT,50
1992,ILLINOIS,EAST,50,PIATT,49
1991,ILLINOIS,EAST,50,PIATT,45.5
1990,ILLINOIS,EAST,50,PIATT,44.5
1989,ILLINOIS,EAST,50,PIATT,45
1988,ILLINOIS,EAST,50,PIATT,31
1987,ILLINOIS,EAST,50,PIATT,47.5
1986,ILLINOIS,EAST,50,PIATT,48
1985,ILLINOIS,EAST,50,PIATT,51
1984,ILLINOIS,EAST,50,PIATT,35
1983,ILLINOIS,EAST,50,PIATT,36.5
1982,ILLINOIS,EAST,50,PIATT,43.5
1981,ILLINOIS,EAST,50,PIATT,40
1980,ILLINOIS,EAST,50,PIATT,38
2020,ILLINOIS,WEST SOUTHWEST,60,PIKE,62.1
2018,ILLINOIS,WEST SOUTHWEST,60,PIKE,61.2
2017,ILLINOIS,WEST SOUTHWEST,60,PIKE,57.7
2016,ILLINOIS,WEST SOUTHWEST,60,PIKE,58.1
2015,ILLINOIS,WEST SOUTHWEST,60,PIKE,47.7
2014,ILLINOIS,WEST SOUTHWEST,60,PIKE,50.4
2013,ILLINOIS,WEST SOUTHWEST,60,PIKE,45.3
2012,ILLINOIS,WEST SOUTHWEST,60,PIKE,44.4
2011,ILLINOIS,WEST SOUTHWEST,60,PIKE,44.5
2010,ILLINOIS,WEST SOUTHWEST,60,PIKE,52.9
2009,ILLINOIS,WEST SOUTHWEST,60,PIKE,48
2008,ILLINOIS,WEST SOUTHWEST,60,PIKE,41
2007,ILLINOIS,WEST SOUTHWEST,60,PIKE,38
2006,ILLINOIS,WEST SOUTHWEST,60,PIKE,49
2005,ILLINOIS,WEST SOUTHWEST,60,PIKE,45
2004,ILLINOIS,WEST SOUTHWEST,60,PIKE,50
2003,ILLINOIS,WEST SOUTHWEST,60,PIKE,43
2002,ILLINOIS,WEST SOUTHWEST,60,PIKE,43
2001,ILLINOIS,WEST SOUTHWEST,60,PIKE,46
2000,ILLINOIS,WEST SOUTHWEST,60,PIKE,43
1999,ILLINOIS,WEST SOUTHWEST,60,PIKE,35
1998,ILLINOIS,WEST SOUTHWEST,60,PIKE,42.5
1997,ILLINOIS,WEST SOUTHWEST,60,PIKE,45
1996,ILLINOIS,WEST SOUTHWEST,60,PIKE,40
1995,ILLINOIS,WEST SOUTHWEST,60,PIKE,40
1994,ILLINOIS,WEST SOUTHWEST,60,PIKE,41.5
1993,ILLINOIS,WEST SOUTHWEST,60,PIKE,39.5
1992,ILLINOIS,WEST SOUTHWEST,60,PIKE,39
1991,ILLINOIS,WEST SOUTHWEST,60,PIKE,41
1990,ILLINOIS,WEST SOUTHWEST,60,PIKE,36
1989,ILLINOIS,WEST SOUTHWEST,60,PIKE,37.5
1988,ILLINOIS,WEST SOUTHWEST,60,PIKE,32
1987,ILLINOIS,WEST SOUTHWEST,60,PIKE,34.5
1986,ILLINOIS,WEST SOUTHWEST,60,PIKE,37.5
1985,ILLINOIS,WEST SOUTHWEST,60,PIKE,37
1984,ILLINOIS,WEST SOUTHWEST,60,PIKE,29
1983,ILLINOIS,WEST SOUTHWEST,60,PIKE,25
1982,ILLINOIS,WEST SOUTHWEST,60,PIKE,37
1981,ILLINOIS,WEST SOUTHWEST,60,PIKE,36
1980,ILLINOIS,WEST SOUTHWEST,60,PIKE,33
2022,ILLINOIS,SOUTHWEST,80,PULASKI,53.5
2021,ILLINOIS,SOUTHWEST,80,PULASKI,56.8
2020,ILLINOIS,SOUTHWEST,80,PULASKI,54.8
2019,ILLINOIS,SOUTHWEST,80,PULASKI,43.2
2018,ILLINOIS,SOUTHWEST,80,PULASKI,48.2
2017,ILLINOIS,SOUTHWEST,80,PULASKI,44.5
2016,ILLINOIS,SOUTHWEST,80,PULASKI,44.4
2015,ILLINOIS,SOUTHWEST,80,PULASKI,46.1
2014,ILLINOIS,SOUTHWEST,80,PULASKI,46.6
2013,ILLINOIS,SOUTHWEST,80,PULASKI,45.1
2012,ILLINOIS,SOUTHWEST,80,PULASKI,37
2011,ILLINOIS,SOUTHWEST,80,PULASKI,40.4
2010,ILLINOIS,SOUTHWEST,80,PULASKI,39.1
2009,ILLINOIS,SOUTHWEST,80,PULASKI,45
2008,ILLINOIS,SOUTHWEST,80,PULASKI,42
2007,ILLINOIS,SOUTHWEST,80,PULASKI,36
2006,ILLINOIS,SOUTHWEST,80,PULASKI,43
2005,ILLINOIS,SOUTHWEST,80,PULASKI,43
2004,ILLINOIS,SOUTHWEST,80,PULASKI,43
2003,ILLINOIS,SOUTHWEST,80,PULASKI,36
2002,ILLINOIS,SOUTHWEST,80,PULASKI,31
2001,ILLINOIS,SOUTHWEST,80,PULASKI,39
2000,ILLINOIS,SOUTHWEST,80,PULASKI,33
1999,ILLINOIS,SOUTHWEST,80,PULASKI,28
1998,ILLINOIS,SOUTHWEST,80,PULASKI,34.5
1997,ILLINOIS,SOUTHWEST,80,PULASKI,33
1996,ILLINOIS,SOUTHWEST,80,PULASKI,33.5
1995,ILLINOIS,SOUTHWEST,80,PULASKI,29.5
1994,ILLINOIS,SOUTHWEST,80,PULASKI,38
1993,ILLINOIS,SOUTHWEST,80,PULASKI,36
1992,ILLINOIS,SOUTHWEST,80,PULASKI,36.5
1991,ILLINOIS,SOUTHWEST,80,PULASKI,26.5
1990,ILLINOIS,SOUTHWEST,80,PULASKI,34
1989,ILLINOIS,SOUTHWEST,80,PULASKI,27
1988,ILLINOIS,SOUTHWEST,80,PULASKI,28
1987,ILLINOIS,SOUTHWEST,80,PULASKI,28
1986,ILLINOIS,SOUTHWEST,80,PULASKI,30
1985,ILLINOIS,SOUTHWEST,80,PULASKI,30
1984,ILLINOIS,SOUTHWEST,80,PULASKI,30.5
1983,ILLINOIS,SOUTHWEST,80,PULASKI,19.5
1982,ILLINOIS,SOUTHWEST,80,PULASKI,32
1981,ILLINOIS,SOUTHWEST,80,PULASKI,27
1980,ILLINOIS,SOUTHWEST,80,PULASKI,24
2022,ILLINOIS,NORTHWEST,10,PUTNAM,64.6
2021,ILLINOIS,NORTHWEST,10,PUTNAM,62.2
2020,ILLINOIS,NORTHWEST,10,PUTNAM,61.8
2017,ILLINOIS,NORTHWEST,10,PUTNAM,57.2
2016,ILLINOIS,NORTHWEST,10,PUTNAM,63.3
2015,ILLINOIS,NORTHWEST,10,PUTNAM,60
2014,ILLINOIS,NORTHWEST,10,PUTNAM,59.7
2013,ILLINOIS,NORTHWEST,10,PUTNAM,56.3
2012,ILLINOIS,NORTHWEST,10,PUTNAM,52.9
2011,ILLINOIS,NORTHWEST,10,PUTNAM,57.5
2010,ILLINOIS,NORTHWEST,10,PUTNAM,51.5
2009,ILLINOIS,NORTHWEST,10,PUTNAM,49
2008,ILLINOIS,NORTHWEST,10,PUTNAM,50
2007,ILLINOIS,NORTHWEST,10,PUTNAM,47
2006,ILLINOIS,NORTHWEST,10,PUTNAM,52
2005,ILLINOIS,NORTHWEST,10,PUTNAM,49
2004,ILLINOIS,NORTHWEST,10,PUTNAM,53
2003,ILLINOIS,NORTHWEST,10,PUTNAM,36
2002,ILLINOIS,NORTHWEST,10,PUTNAM,49
2001,ILLINOIS,NORTHWEST,10,PUTNAM,48
2000,ILLINOIS,NORTHWEST,10,PUTNAM,48
1999,ILLINOIS,NORTHWEST,10,PUTNAM,47
1998,ILLINOIS,NORTHWEST,10,PUTNAM,50
1997,ILLINOIS,NORTHWEST,10,PUTNAM,48
1996,ILLINOIS,NORTHWEST,10,PUTNAM,48
1995,ILLINOIS,NORTHWEST,10,PUTNAM,44.5
1994,ILLINOIS,NORTHWEST,10,PUTNAM,51
1993,ILLINOIS,NORTHWEST,10,PUTNAM,48.5
1992,ILLINOIS,NORTHWEST,10,PUTNAM,44
1991,ILLINOIS,NORTHWEST,10,PUTNAM,45
1990,ILLINOIS,NORTHWEST,10,PUTNAM,45.5
1989,ILLINOIS,NORTHWEST,10,PUTNAM,42
1988,ILLINOIS,NORTHWEST,10,PUTNAM,28
1987,ILLINOIS,NORTHWEST,10,PUTNAM,45
1986,ILLINOIS,NORTHWEST,10,PUTNAM,44
1985,ILLINOIS,NORTHWEST,10,PUTNAM,46.5
1984,ILLINOIS,NORTHWEST,10,PUTNAM,37.5
1983,ILLINOIS,NORTHWEST,10,PUTNAM,40
1982,ILLINOIS,NORTHWEST,10,PUTNAM,39.5
1981,ILLINOIS,NORTHWEST,10,PUTNAM,43.5
1980,ILLINOIS,NORTHWEST,10,PUTNAM,40
2022,ILLINOIS,SOUTHWEST,80,RANDOLPH,50.3
2021,ILLINOIS,SOUTHWEST,80,RANDOLPH,55.3
2020,ILLINOIS,SOUTHWEST,80,RANDOLPH,53.4
2019,ILLINOIS,SOUTHWEST,80,RANDOLPH,41.6
2018,ILLINOIS,SOUTHWEST,80,RANDOLPH,52.1
2017,ILLINOIS,SOUTHWEST,80,RANDOLPH,44.4
2016,ILLINOIS,SOUTHWEST,80,RANDOLPH,50
2015,ILLINOIS,SOUTHWEST,80,RANDOLPH,41.7
2014,ILLINOIS,SOUTHWEST,80,RANDOLPH,45.4
2013,ILLINOIS,SOUTHWEST,80,RANDOLPH,39.4
2012,ILLINOIS,SOUTHWEST,80,RANDOLPH,34.7
2011,ILLINOIS,SOUTHWEST,80,RANDOLPH,35.6
2010,ILLINOIS,SOUTHWEST,80,RANDOLPH,43.2
2009,ILLINOIS,SOUTHWEST,80,RANDOLPH,39
2008,ILLINOIS,SOUTHWEST,80,RANDOLPH,45
2007,ILLINOIS,SOUTHWEST,80,RANDOLPH,28
2006,ILLINOIS,SOUTHWEST,80,RANDOLPH,33
2005,ILLINOIS,SOUTHWEST,80,RANDOLPH,41
2004,ILLINOIS,SOUTHWEST,80,RANDOLPH,42
2003,ILLINOIS,SOUTHWEST,80,RANDOLPH,29
2002,ILLINOIS,SOUTHWEST,80,RANDOLPH,28
2001,ILLINOIS,SOUTHWEST,80,RANDOLPH,37
2000,ILLINOIS,SOUTHWEST,80,RANDOLPH,37
1999,ILLINOIS,SOUTHWEST,80,RANDOLPH,33
1998,ILLINOIS,SOUTHWEST,80,RANDOLPH,33
1997,ILLINOIS,SOUTHWEST,80,RANDOLPH,32.5
1996,ILLINOIS,SOUTHWEST,80,RANDOLPH,32
1995,ILLINOIS,SOUTHWEST,80,RANDOLPH,27
1994,ILLINOIS,SOUTHWEST,80,RANDOLPH,33
1993,ILLINOIS,SOUTHWEST,80,RANDOLPH,36.5
1992,ILLINOIS,SOUTHWEST,80,RANDOLPH,32.5
1991,ILLINOIS,SOUTHWEST,80,RANDOLPH,32.5
1990,ILLINOIS,SOUTHWEST,80,RANDOLPH,33
1989,ILLINOIS,SOUTHWEST,80,RANDOLPH,30
1988,ILLINOIS,SOUTHWEST,80,RANDOLPH,23
1987,ILLINOIS,SOUTHWEST,80,RANDOLPH,32.5
1986,ILLINOIS,SOUTHWEST,80,RANDOLPH,31
1985,ILLINOIS,SOUTHWEST,80,RANDOLPH,30
1984,ILLINOIS,SOUTHWEST,80,RANDOLPH,28.5
1983,ILLINOIS,SOUTHWEST,80,RANDOLPH,18.5
1982,ILLINOIS,SOUTHWEST,80,RANDOLPH,34
1981,ILLINOIS,SOUTHWEST,80,RANDOLPH,32
1980,ILLINOIS,SOUTHWEST,80,RANDOLPH,27.5
2022,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,56.1
2020,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,54
2018,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,56.3
2017,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,48.8
2016,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,51.8
2015,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,48
2014,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,51.9
2013,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,37.2
2012,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,27
2011,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,35.6
2010,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,43.5
2009,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,34
2008,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,41
2007,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,26
2006,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,43
2005,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,38
2004,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,45
2003,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,38
2002,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,30
2001,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,40
2000,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,42
1999,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,30
1998,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,36.5
1997,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,37
1996,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,32.5
1995,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,30.5
1994,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,39
1993,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,38.5
1992,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,37
1991,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,23
1990,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,30
1989,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,34
1988,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,22
1987,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,28.5
1986,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,35
1985,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,34
1984,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,25
1983,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,17
1982,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,33.5
1981,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,34.5
1980,ILLINOIS,EAST SOUTHEAST,70,RICHLAND,25
2022,ILLINOIS,NORTHWEST,10,ROCK ISLAND,66.3
2021,ILLINOIS,NORTHWEST,10,ROCK ISLAND,64.6
2020,ILLINOIS,NORTHWEST,10,ROCK ISLAND,61.3
2018,ILLINOIS,NORTHWEST,10,ROCK ISLAND,60.5
2017,ILLINOIS,NORTHWEST,10,ROCK ISLAND,58.6
2016,ILLINOIS,NORTHWEST,10,ROCK ISLAND,58
2015,ILLINOIS,NORTHWEST,10,ROCK ISLAND,58.2
2014,ILLINOIS,NORTHWEST,10,ROCK ISLAND,55.3
2013,ILLINOIS,NORTHWEST,10,ROCK ISLAND,46.7
2012,ILLINOIS,NORTHWEST,10,ROCK ISLAND,50.3
2011,ILLINOIS,NORTHWEST,10,ROCK ISLAND,59.4
2010,ILLINOIS,NORTHWEST,10,ROCK ISLAND,49.9
2009,ILLINOIS,NORTHWEST,10,ROCK ISLAND,48
2008,ILLINOIS,NORTHWEST,10,ROCK ISLAND,48
2007,ILLINOIS,NORTHWEST,10,ROCK ISLAND,53
2006,ILLINOIS,NORTHWEST,10,ROCK ISLAND,49
2005,ILLINOIS,NORTHWEST,10,ROCK ISLAND,44
2004,ILLINOIS,NORTHWEST,10,ROCK ISLAND,52
2003,ILLINOIS,NORTHWEST,10,ROCK ISLAND,36
2002,ILLINOIS,NORTHWEST,10,ROCK ISLAND,53
2001,ILLINOIS,NORTHWEST,10,ROCK ISLAND,47
2000,ILLINOIS,NORTHWEST,10,ROCK ISLAND,45
1999,ILLINOIS,NORTHWEST,10,ROCK ISLAND,44
1998,ILLINOIS,NORTHWEST,10,ROCK ISLAND,51.5
1997,ILLINOIS,NORTHWEST,10,ROCK ISLAND,48
1996,ILLINOIS,NORTHWEST,10,ROCK ISLAND,46.5
1995,ILLINOIS,NORTHWEST,10,ROCK ISLAND,43
1994,ILLINOIS,NORTHWEST,10,ROCK ISLAND,50
1993,ILLINOIS,NORTHWEST,10,ROCK ISLAND,42
1992,ILLINOIS,NORTHWEST,10,ROCK ISLAND,44.5
1991,ILLINOIS,NORTHWEST,10,ROCK ISLAND,44.5
1990,ILLINOIS,NORTHWEST,10,ROCK ISLAND,44
1989,ILLINOIS,NORTHWEST,10,ROCK ISLAND,44
1988,ILLINOIS,NORTHWEST,10,ROCK ISLAND,32.5
